název
Teorie velkého třesku
Přátelé
Panství Downton
Pýcha a předsudek
Dandadan
Láska padá z nebe
Kaguja-sama wa kokurasetai: Tensaitači no ren'ai zunósen
Jak jsem poznal vaši matku
Hatfieldovi a McCoyovi
Láska v bílém pekle
Dalui yeonin : bobogyungsim ryeo
Osudová láska Jany Eyrové
Alchymie duše
NANA
Dotkni se mých ran
Miseuteo syeonsyain
Pohádky bratří Grimmů
Seišun buta jaró
Hrabě Monte Cristo
Candy Candy
Tess z rodu D'Urbervillů
Milenec z vesmíru
Malá Dorritka
Kanon
The Beauty Inside
Vojna a mír
Normální lidi
Sseulsseulhago charanhasindoggaebi
Mistr a Markétka
Fullmetal Panic? Fumoffu
Kávový princ
The End of the F***ing World
Klub společníků óranské střední
Slečna Emma
Tajemná zahrada
Taková moderní rodinka
Kaičó wa Maid-sama!
Vánoce u našich
Písně lásky
Smiley
Tatér z Osvětimi
Hojič
Jana Eyreová
Srdcerváči
Angel Beats!
Šigacu wa kimi no uso
Bakuman.
Neoui moksoriga deulleo
Sono Bisque Doll wa koi o suru
Bezvadná dvojka
Mladá modrá krev
Roboti aniya
Jeden den
Initial D Fifth Stage
Hvězdný erb
Horimija
Příští kapitola: Láska
Kami-sama hadžimemašita
Video Game High School
Nae yeojachinguneun gumiho
Nunui yeowang
Deurim hai
Pilíře Země
Elfen Lied
Cizinka
Holocaust
Siti hyunteo
Co přináší řeka
Akacuki no Jona
Koi kaze
Spiderman
Toradora!
Džundžó Romantica
La meglio gioventù
Minami shineyo
Gaeineui chwihyang
Ókami to kóšinrjó
Given
Verdi
Dobrá práce
Gaewa neukdaeeui sigan
Láska a anarchie
Souputníci
Love 101
Med a čtyřlístek
Hwarang: Květinoví rytíři
Hana jori dango
Basilisk: Kóga ninpó čó
Himssen yeoja dobongsoon
Bakemonogatari
Chobits
Hledání Aljašky
Šest v tom
Gugaui seo
Hledání
Bídníci
"Já, Victor"
Radši kluci než kytky
Inujaša
Jofukaši no uta
Vzdálené vrcholky hor
Sakurasó no pet na kanodžo
Vagabond
1 litre no namida
Sword Art Online
Gentleman Jack
Monogatari Series: Second Season
Nově psané dějiny
Desáté království
Komapseumnida
Kvítek karmínový a bílý
Geunyang saranghaneun sai
Kami-sama hadžimemašita OVA
TY
Obchodní návrh
Gotóbun no hanajome
Cesta svatojánských mušek
Wangyi doen namja
Sever a Jih
Ellen
Fruits Basket
Medicejové
Chirurgové
KinnPorsche
"Gwaenchana, sarangiya"
Yeoshingangrim
Pam a Tommy
Kimi wa hókago Insomnia
Alžbetin dvor
Fullmetal Panic!
Dangsini jamdeun
Boku no kokoro no jabai jacu
Clannad
Vlčí mládě
Nodame cantabile
Přízeň krále
Paradise Kiss
Vidas robadas
Čestné modré oči
Bídníci
E Mo Zai Shen Bian
Agui Kkot
Sekaiiči hacukoi
Seonggyoonkwan seukaendeul
Ailiseu
Vincenzo
Mai geol
Dva a půl chlapa
Návrat na Brideshead
School Rumble
Třída z Itaewonu
Slunce a Měsíc
Hua li de tiao zhan
Planetes
Čas volá tvé jméno
Krok za krokem
Jahari ore no seišun rabukome wa mačigatteiru.
"Kilmi, hilmi"
Joogoonui taeyang
Seikai no Senki
Love in the Air
Kimbiseo wae geureolkka
Czas honoru
Pooreun badaui junsul
Pětadvacet jednadvacet
Higaši no Eden
Kauzy z Bostonu
Komi neumí komunikovat
Bláznivě zamilovaní
Od nuly
Arthdalská kronika
"Bylo, nebylo"
Mirai nikki
Katanagatari
Horimija: Piece
Pinokio
Kimi ga nozomu eien
Ki hwanghoo
Maxton Hall: Svět mezi námi
Městečko na pobřeží
Děti Slunce
Mistr a Markétka
Tomo-čan wa onna no ko!
Cuki ga kirei
Dungeon ni deai o motomeru no wa mačigatteiru no daró ka?
Gekkan šódžo Nozaki-kun
SLiDE
Sarangbi
Sběratelé kostí
Královna slz
Bílá královna
Otaku ni koi wa muzukašii
Sugar Rush
ReLIFE
Gumihodyeon
Inhyeonwanghooui namja
Neoheedeuleun powidwaetda
Versailles
Akagami no Širajuki-hime
Yeonae shidae
Vlastní (ne)cestou
Skip Beat!
Gaksital
Já jinak
MUDr. Romantik
The Way We Live Now
Eyewitness
Mládí na hřišti
Paní den a slečna noc
Oktab bang wangseja
Daejanggeum
Popelka a čtyři rytíři
Woonmyungcheoreom neol saranghae
Měsíční svit
Romeo × Juliet
Spojení osudem
Až po uši
Král: Věčný panovník
El deseo
WandaVision
Propózu daisakusen
Ano hi mita hana no namae o bokutači wa mada širanai.
Sasaki to Mijano
Sakamiči no Apollon: Kids on the Slope
Sága rodu Forsytů
Matyáš Sándor
Rozum a cit
Moojungdoshi
Araburu kisecu no otome-domo jo.
"Xia Yi Zhan, Xing Fu"
Dash & Lily
49il
Hataraku maó-sama!
Láska je Láska
Private Practice
Jsi taky člověk?
Ashes of Love
Chanranhan yusan
Království úsměvů
Nekomonogatari (Kuro)
Nejsem do tebe blázen
Ctná paní Lucie
Hanbun no cuki ga noboru sora
Tenkú no Escaflowne
Toowikseu
Čúnibjó demo koi ga šitai!
Dokonalá pohádka
Shineui
Když zazvoní telefon
Moje love story!
Šťastně vdaná
Yeokdo yojeong kimbokjoo
Tohle nikdo nechce
Otonari no tenši-sama ni icu no manika dame ningen ni sarete ita ken
Sunjae Eobgo Tweeeo
Kaiba
Sanditon
San sheng san shi shi li tao hua
Jamada-kun to Lv999 no koi o suru
Život je čudo
Moonlight Chicken
Moje Holo láska
More than blue: Seriál
Nagareboši
We Best Love: No.1 for You
"Řekni, kdo tě zabil"
Cheolinwanghoo
Jagate kimi ni naru
Gosick
Suki tte iina jo.
Princess Tutu
Náš první život
Šódžo kakumei Utena
Řídit se rozumem
Tonari no Kaibucu-kun
Jana Eyrová
Zamilovaní ve městě
Arangsaddojeon
Geunyeoneun yeppeossda
Tou tou cang bu zhu
Deobeulyu
Kareši kanodžo no džidžó
Soundtrack #1
Maerineun wibakjoong
El Fantasma de Elena
Záměna
Ajaši no Ceres
Love Like the Galaxy
Jangnanseureon kiseu
Dakaretai otoko ičii ni odosarete imasu.
Nagi no asu kara
Kanodžo ga kóšaku-tei ni Itta rijú
Tasogare otome x Amnesia
Dokud se nesejdeme
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san
Pan Plankton
