název
Mlčení jehňátek
Vetřelec
Vetřelci
Spalovač mrtvol
Šestý smysl
Psycho
Osvícení
Kladivo na čarodějnice
Krysař
Predátor
Čarodějův učeň
Ghosts
Věc
The Nightmare Before Christmas - Tim Burton's Original Poem
"Kyvadlo, jáma a naděje"
Mrňous a čarodějnice
O Maryšce a vlčím hrádku
Řidič vysokozdvižného vozíku Klaus
Ježek v mlze
Čelisti
Kabinet doktora Caligariho
Svatební košile
Čekej do tmy
Upír Nosferatu
Faust
Dead Island
Dotek Medúzy
Vozka smrti
Ti druzí
Přichází Satan!
Vampire Hunter D
Co se vlastně stalo s Baby Jane?
Saw: Hra o přežití
Ospalá díra
Rosemary má děťátko
Neviditelný muž
Braindead - Živí mrtví
Jsouc na řece mlynář jeden
Do pivnice
V zajetí démonů
Neuvěřitelný zmenšující se muž
Zrůdy
Onibaba
Häxan: Čarodějnictví v průběhu věků
Vymítač ďábla
King Kong
Constantine
Frankensteinova nevěsta
Příšerný host
Never Sleep Again: The Elm Street Legacy
Závěť doktora Mabuse
Dr. Jekyll a pan Hyde
Still Life
Safe Haven
Viděl jsem ďábla
Krabi
The Island of Doctor Agor
Morgiana
Kruh
Ďábelské ženy
Orlakovy ruce
Noc oživlých mrtvol
Smrtelné zlo 2
Dracula
The Mad Doctor
Angel Heart
Znamení
Twin Peaks: Ohni se mnou pojď
Halloween
Moucha
Addamsova rodina
Ptáci
Invaze lupičů těl
Interview s upírem
Lights Out
V zajetí démonů 2
Panna a netvor
Dead Island 2
Upír aneb Podivné dobrodružství Davida Graye
Sweeney Todd: Ďábelský holič z Fleet Street
"Muž, který se směje"
"Alonzo, muž bez rukou"
Orphan
Gekidžóban Kara no kjókai: Mudžun rasen
Funny Games
Úsvit mrtvých
Náhlý strach
Dívka s jehlicí
"Já, legenda"
The Horribly Slow Murderer with the Extremely Inefficient Weapon
Rozpolcený
T is for Toilet
Murder Was the Case: The Movie
O statečné Kačence aneb krčma hrůzy
The Short Films of David Lynch
Crystal Lake Memories: The Complete History of Friday the 13th
Byl jsem mladistvým intelektuálem
Podobizna
Suspense
Poslední lup
Frankenstein
Kwaidan
Duše
Lesní duch
Dr. Jekyll a pan Hyde
Jakubův žebřík
Rituál
Pes Baskervillský
Domovoj
Zásilka
Taste of Fear
Twin Peaks: The Missing Pieces
Akta X - Film
Frankenstein
Přízrak lásky
Žaluji
REC
Co děláme v temnotách
Neviňátka
Tenshi no tamago
Hodina vlků
Apríl
Šest žen pro vraha
Kytice
Scooby-Doo a ostrov zombií
Rocky Horror Picture Show
Od jitra do půlnoci
Doktor Spánek od Stephena Kinga
Zombieland
Sandman
Panenkář
Uteč
La Maison ensorcelée
Čarodějky z Eastwicku
Identita
Kybernetická babička
Návrat oživlých mrtvol
An Alien Claymation
Pád domu Usherů
Kurutta ippêji
Poločlověk
Americká noční můra
Ward 13
Strašidelný dům
Nosferatu - Fantom noci
Třetí část noci
Mužné hry
Le Chaudron infernal
Světová válka Z
Le Diable noir
Suckablood
Strážci - Watchmen: Příběhy Černé lodě
Mad Love
The Spider Within
Červený drak
Fantom opery
Saw
Bad Taste - Vesmírní kanibalové
Zatímco spíš
Ať vejde ten pravý
Černá kočka
Merry Little Christmas
The Backrooms: Subject
Suspiria
Příšerné stíny
V moci ďábla
Strašidelný palác
An Evening of Edgar Allan Poe
Noční můra v Elm Street
Felidae
Vřískot
Treevenge
Soumrak mrtvých
Od soumraku do úsvitu
Pennywise žije!
U Zlaté rukavice
Zrádné srdce
Blade
Kruhy
Černočerná tma
Dellamorte Dellamore
Nezvratný osud
Svatá krev
Z pekla
Godzilla
Kurošicudži: Book of the Atlantic
Sinister
Sebastian's Voodoo
The Raven
Matka Johana od Andělů
Hnus
Frankensteinova kletba
Variola vera
Případ Kim Bok-Nam
Tucker & Dale vs. Zlo
Sirotčinec
Hráči se smrtí
Mlha
Dracula
Škrtič proti Škrtiči
Jáma a kyvadlo
Diplomová práce
Going to Pieces: The Rise and Fall of the Slasher Film
Smrt ve tmě
The Separation
Vetřelec ³
Twisted Nerve
Frankensteinova pomsta
Addamsova rodina 2
