název
Schindlerův seznam
Nedotknutelní
Le Mans '66
Rivalové
Klíč k určování trpaslíků podle deníku Pavla Juráčka
Amadeus
Butch Cassidy a Sundance Kid
Senna
Čistá duše
Pianista
Statečné srdce
Jan Werich: Když už člověk jednou je…
Motýlek
Mafiáni
Bohemian Rhapsody
Čas probuzení
"Chyť mě, když to dokážeš"
Zelená kniha
"Jára Cimrman ležící, spící"
Americký gangster
Hudba Johna Williamse
Hotel Rwanda
Pátrání po Sugar Manovi
Síla lidskosti - Nicholas Winton
Sloní muž
Lemmy Forever
Still: Příběh Michaela J. Foxe
Králova řeč
Tanečník
Jízda na hraně
Jane
Těžká váha
Ip Man
Stanley Kubrick: Život v obrazech
The Doors - When You're Strange
Útěk do divočiny
Ve jménu otce
38
Sir Alex Ferguson: Nikdy se nevzdej
Ennio
Imagine: John Lennon
Filmový dobrodruh Karel Zeman
Dangal
Gándhí
Výměna
V zajetí rychlosti
Zuřící býk
Persepolis
Lawrence z Arábie
The Doors
Andrej Rublev
Avicii: Jsem Tim
Děrsu Uzala
Za zvuků hudby
Utrpení Panny orleánské
Moje levá noha
Bastard
Vzpomínky na Afriku
Kapitán Phillips
Andy Goldsworthy
Jeden život
Ray
Serpico
Eric Clapton: život ve dvanácti taktech
Život je úžasný
Valčík s Bašírem
Někdo tam nahoře mě má rád
Maurice Richard
Be Here Now
Divotvůrkyně
Control
Walk the Line
Hledání Země Nezemě
S láskou Vincent
Hacksaw Ridge: Zrození hrdiny
Vlk z Wall Street
Pozoruhodný život Ibelinův
Hitlerova kariéra
Nightwish: End of Innocence
Tony Hawk: Dokud kolečka neupadnou
George Harrison: Living in the Material World
Sůl Země
Hilary a Jackie
Better Man
Cyrano z Bergeracu
Marley
Oppenheimer
Příběh Alvina Straighta
Maraton
Jako bychom dnes zemřít měli
Maminčin zámek
Sully: Zázrak na řece Hudson
Tatínek
Kokain
Záře
Ip Man 2
Můj milovaný nepřítel
Ed Wood
Veřejný nepřítel č. 1: Epilog
Kód Enigmy
Chaplin
Miloš Forman: Co tě nezabije…
Skafandr a motýl
Krycí jméno Donnie Brasco
Na pokraji slávy
Zázračné dítě internetu: příběh Aarona Swartze
Kundun
Já jsem: Céline Dion
Baader Meinhof Komplex
Všichni prezidentovi muži
Robin Williams: Mysl na dlani
Obávaný bojovník
Půlnoční expres
