název
Černobyl
Poslední představení
Válka ve Vietnamu
Apokalypsa: 1. světová válka
Bratrstvo neohrožených
Apokalypsa: 2. světová válka
Knick: Doktoři bez hranic
Hitlerovi muži
Zlomové okamžiky: Atomová bomba a studená válka
Válečná generace
Apokalypsa: Vzestup Hitlera
Svět ve válce
Light & Magic
Koruna
Nejdůležitější okamžiky 2. světové války v barvě
Osvětim: nacisté a konečné řešení
Druhá světová válka v barvě
Hitler a holocaust
Impérium - Mafie v Atlantic City
The Chosen
"Gulag, sovětská historie"
Afghánistán: 40 let války
Druhá světová válka v barvách: Cesta k vítězství
"Já, Claudius"
Šógun
Dobrodružství kriminalistiky
Vikingové
Hitlerovi válečníci
Řím
Apokalypsa: Nikdy nekončící válka 1918-1926
Sňatky z rozumu
Světlo naděje
Vinland Saga
Tajemství 2. světové války
Apokalypsa Stalin
Druhá světová válka: Cena říše
Poslední království
Černá zmije
Peklo: Vzestup a pád nacistů
Stalingrad
Spartakus: Bohové arény
Agent
The Death of Yugoslavia
Byl jednou jeden... vynálezce
Frontline
Oliver Stone: Neznámé dějiny Spojených států
Babylon Berlín
Zlomové okamžiky: 11. září a válka proti terorismu
NASA: Nejvýznamnější mise
Hatfieldovi a McCoyovi
Šogun
Stalingrad
Can't Get You out of My Head
Bojovník
Anne s E na konci
Dalui yeonin : bobogyungsim ryeo
Byl jednou jeden... objevitel
Rudí prezidenti
Sovětská bouře: 2. světová válka na východě
Zavolejte porodní sestřičky
Apokalypsa: Válka světů
Egypt
První světová válka v barvě
Lucky! - Bernie Ecclestone a historie Formule-1
Kořeny
Alchymie duše
Amerika v barvě
Hlava 22
Filmy našeho dětství
Dororo
Miseuteo syeonsyain
Druhá světová válka: Na frontě
Tisícročná včela
V kruhu koruny
Challenger: Poslední let
Strážce noci
Spartakus
Dějiny Hollywoodu
Ztracené záznamy z Vietnamu
1670
Síla umění
Stopy dávnej minulosti
Muž v pozadí
Kolaborovali s nacisty
Hrabě Monte Cristo
Odkaz: Skutečný příběh LA Lakers
"My, občané Protektorátu"
Jugoslávie v plamenech
II. světová válka: Za zavřenými dveřmi
Malá Dorritka
Lovci nacistů
